,method,value_error,num_rollouts,vf,level_one_children,level_two_children,k,exp
3026,PW0.5,1.21529725301715,10,Relu,4,6,1,0.5
3027,PW0.7,0.19215982422606825,10,Relu,6,4,1,0.7
3028,PW0.9,0.48563048671033693,10,Relu,8,2,1,0.9
3029,AR,0.6208905084948966,10,Relu,1,9,1,0.1
3030,PW0.1,0.5825681580152682,20,Relu,2,4,1,0.1
3031,PW0.3,0.2655032527299719,20,Relu,3,6,1,0.3
3032,PW0.5,0.624702969920409,20,Relu,5,12,1,0.5
3033,PW0.7,0.5566021046494716,20,Relu,9,11,1,0.7
3034,PW0.9,0.7331400800080303,20,Relu,15,5,1,0.9
3035,AR,0.4660910714584172,20,Relu,1,19,1,0.1
3036,PW0.1,1.028782179694772,50,Relu,2,4,1,0.1
3037,PW0.3,0.2781831247428932,50,Relu,4,11,1,0.3
3038,PW0.5,0.22324238548742614,50,Relu,8,20,1,0.5
3039,PW0.7,0.3032248818749672,50,Relu,16,33,1,0.7
3040,PW0.9,1.009526130469214,50,Relu,34,16,1,0.9
3041,AR,0.097886872481866,50,Relu,1,49,1,0.1
3042,PW0.1,2.6464085851091887,100,Relu,2,4,1,0.1
3043,PW0.3,0.29734267709186635,100,Relu,4,12,1,0.3
3044,PW0.5,0.40041844202385013,100,Relu,11,37,1,0.5
3045,PW0.7,0.4168061910493168,100,Relu,26,59,1,0.7
3046,PW0.9,0.5603912132334714,100,Relu,64,36,1,0.9
3047,AR,0.003315677695207686,100,Relu,1,99,1,0.1
3048,PW0.1,0.8881503990911508,200,Relu,2,4,1,0.1
3049,PW0.3,0.8516080052404016,200,Relu,5,18,1,0.3
3050,PW0.5,0.10179114505014164,200,Relu,15,61,1,0.5
3051,PW0.7,0.06421367070363182,200,Relu,41,116,1,0.7
3052,PW0.9,0.6788522534259704,200,Relu,118,82,1,0.9
3053,AR,0.13356511033565432,200,Relu,1,199,1,0.1
3054,PW0.1,0.15096926596615523,500,Relu,2,4,1,0.1
3055,PW0.3,0.4929002852811126,500,Relu,7,28,1,0.3
3056,PW0.5,0.026376165559435893,500,Relu,23,113,1,0.5
3057,PW0.7,0.14542156685311247,500,Relu,78,279,1,0.7
3058,PW0.9,0.6886843021089408,500,Relu,269,231,1,0.9
3059,AR,0.11652719224639263,500,Relu,1,499,1,0.1
3060,PW0.1,0.34816803493483156,10,Relu,2,4,1,0.1
3061,PW0.3,0.28659672716672696,10,Relu,2,4,1,0.3
3062,PW0.5,0.3035694468731077,10,Relu,4,6,1,0.5
3063,PW0.7,0.6776883048799691,10,Relu,6,4,1,0.7
3064,PW0.9,0.7371395667042929,10,Relu,8,2,1,0.9
3065,AR,0.21039361689120523,10,Relu,1,9,1,0.1
3066,PW0.1,0.08875041468820691,20,Relu,2,4,1,0.1
3067,PW0.3,0.006494833330535604,20,Relu,3,6,1,0.3
3068,PW0.5,1.0409645655910935,20,Relu,5,11,1,0.5
3069,PW0.7,0.9789059246263704,20,Relu,9,11,1,0.7
3070,PW0.9,0.6711127934668794,20,Relu,15,5,1,0.9
3071,AR,0.32229676986782163,20,Relu,1,19,1,0.1
3072,PW0.1,0.3351252363576518,50,Relu,2,4,1,0.1
3073,PW0.3,0.5106352416106094,50,Relu,4,11,1,0.3
3074,PW0.5,0.020498859126453994,50,Relu,8,23,1,0.5
3075,PW0.7,0.5275996941408472,50,Relu,16,30,1,0.7
3076,PW0.9,0.7867332608056838,50,Relu,34,16,1,0.9
3077,AR,0.1477354267587465,50,Relu,1,49,1,0.1
3078,PW0.1,0.7531185456420048,100,Relu,2,4,1,0.1
3079,PW0.3,0.05789340921067679,100,Relu,4,12,1,0.3
3080,PW0.5,0.01261013943999667,100,Relu,11,35,1,0.5
3081,PW0.7,0.3537435259623569,100,Relu,26,62,1,0.7
3082,PW0.9,0.8992714525952904,100,Relu,64,36,1,0.9
3083,AR,0.2077269539929022,100,Relu,1,99,1,0.1
3084,PW0.1,0.9110317663325658,200,Relu,2,4,1,0.1
3085,PW0.3,0.010187138336167856,200,Relu,5,18,1,0.3
3086,PW0.5,0.25823402795773026,200,Relu,15,56,1,0.5
3087,PW0.7,0.24323567975475482,200,Relu,41,122,1,0.7
3088,PW0.9,0.6757879298115681,200,Relu,118,82,1,0.9
3089,AR,0.09577162317831162,200,Relu,1,199,1,0.1
3090,PW0.1,0.2842431937344242,500,Relu,2,4,1,0.1
3091,PW0.3,0.04530898234026215,500,Relu,7,27,1,0.3
3092,PW0.5,0.014254492082818981,500,Relu,23,113,1,0.5
3093,PW0.7,0.325526668120546,500,Relu,78,287,1,0.7
3094,PW0.9,0.8333407290723024,500,Relu,269,231,1,0.9
3095,AR,0.11695270929579794,500,Relu,1,499,1,0.1
3096,PW0.1,0.15279262860060872,10,Relu,2,4,1,0.1
3097,PW0.3,0.8866710568857048,10,Relu,2,4,1,0.3
3098,PW0.5,0.1666205750683698,10,Relu,4,6,1,0.5
3099,PW0.7,1.0883701403240655,10,Relu,6,4,1,0.7
3100,PW0.9,0.6174933452219813,10,Relu,8,2,1,0.9
3101,AR,0.35406470789938993,10,Relu,1,9,1,0.1
3102,PW0.1,1.0359410327197152,20,Relu,2,4,1,0.1
3103,PW0.3,0.6359375650956327,20,Relu,3,7,1,0.3
3104,PW0.5,0.29464060706607587,20,Relu,5,9,1,0.5
3105,PW0.7,0.07074147418400223,20,Relu,9,11,1,0.7
3106,PW0.9,0.2887772487905531,20,Relu,15,5,1,0.9
3107,AR,0.24817588246200017,20,Relu,1,19,1,0.1
3108,PW0.1,1.352671188093816,50,Relu,2,4,1,0.1
3109,PW0.3,1.3856229750174958,50,Relu,4,11,1,0.3
3110,PW0.5,0.31182154340561397,50,Relu,8,20,1,0.5
3111,PW0.7,0.37889666797862454,50,Relu,16,31,1,0.7
3112,PW0.9,0.589409749053428,50,Relu,34,16,1,0.9
3113,AR,0.1378786722713281,50,Relu,1,49,1,0.1
3114,PW0.1,0.5543769242762613,100,Relu,2,4,1,0.1
3115,PW0.3,0.6168634980327479,100,Relu,4,12,1,0.3
3116,PW0.5,0.5321628136114835,100,Relu,11,35,1,0.5
3117,PW0.7,0.46719264922100123,100,Relu,26,66,1,0.7
3118,PW0.9,0.4298391733078084,100,Relu,64,36,1,0.9
3119,AR,0.0024354112034483677,100,Relu,1,99,1,0.1
3120,PW0.1,1.3305678132340866,200,Relu,2,4,1,0.1
3121,PW0.3,0.09170738503244902,200,Relu,5,18,1,0.3
3122,PW0.5,0.3427223944338884,200,Relu,15,57,1,0.5
3123,PW0.7,0.11211473336405842,200,Relu,41,121,1,0.7
3124,PW0.9,0.1938781629960742,200,Relu,118,82,1,0.9
3125,AR,0.1313687229913283,200,Relu,1,199,1,0.1
3126,PW0.1,0.009341151014182536,500,Relu,2,4,1,0.1
3127,PW0.3,0.43067611688727725,500,Relu,7,28,1,0.3
3128,PW0.5,0.05587187853588116,500,Relu,23,114,1,0.5
3129,PW0.7,0.13322042855036464,500,Relu,78,288,1,0.7
3130,PW0.9,0.2926600506372896,500,Relu,269,231,1,0.9
3131,AR,0.29861492417195645,500,Relu,1,499,1,0.1
3132,PW0.1,0.0581733176643322,10,Relu,2,4,1,0.1
3133,PW0.3,1.4628447439560475,10,Relu,2,4,1,0.3
3134,PW0.5,0.7525678074288491,10,Relu,4,6,1,0.5
3135,PW0.7,1.0856709414702088,10,Relu,6,4,1,0.7
3136,PW0.9,0.8690994438909123,10,Relu,8,2,1,0.9
3137,AR,1.6821394778759204,10,Relu,1,9,1,0.1
3138,PW0.1,0.3858976401988752,20,Relu,2,4,1,0.1
3139,PW0.3,2.0431896797359683,20,Relu,3,6,1,0.3
3140,PW0.5,0.5384861628032747,20,Relu,5,11,1,0.5
3141,PW0.7,0.24232651631458513,20,Relu,9,11,1,0.7
3142,PW0.9,0.5286054763207719,20,Relu,15,5,1,0.9
3143,AR,0.2609864888270552,20,Relu,1,19,1,0.1
3144,PW0.1,2.0009551907614673,50,Relu,2,4,1,0.1
3145,PW0.3,0.08506391743550878,50,Relu,4,11,1,0.3
3146,PW0.5,0.3751029166984292,50,Relu,8,20,1,0.5
3147,PW0.7,0.4474004561557443,50,Relu,16,32,1,0.7
3148,PW0.9,0.4045340892365088,50,Relu,34,16,1,0.9
3149,AR,0.6621546856396296,50,Relu,1,49,1,0.1
3150,PW0.1,0.2760793826873824,100,Relu,2,4,1,0.1
3151,PW0.3,0.034176940856674776,100,Relu,4,12,1,0.3
3152,PW0.5,0.4800717563281527,100,Relu,11,36,1,0.5
3153,PW0.7,0.13686324338463596,100,Relu,26,62,1,0.7
3154,PW0.9,0.540897527142997,100,Relu,64,36,1,0.9
3155,AR,0.1985570175026865,100,Relu,1,99,1,0.1
3156,PW0.1,0.13355447934555542,200,Relu,2,4,1,0.1
3157,PW0.3,0.20489393884346896,200,Relu,5,18,1,0.3
3158,PW0.5,0.5379501542984109,200,Relu,15,57,1,0.5
3159,PW0.7,0.5051199460395415,200,Relu,41,124,1,0.7
3160,PW0.9,0.33973357666703574,200,Relu,118,82,1,0.9
3161,AR,0.2842329973796218,200,Relu,1,199,1,0.1
3162,PW0.1,1.9445767401494138,500,Relu,2,4,1,0.1
3163,PW0.3,0.2720466943901485,500,Relu,7,28,1,0.3
3164,PW0.5,0.16297192919260084,500,Relu,23,110,1,0.5
3165,PW0.7,0.1928770546761207,500,Relu,78,286,1,0.7
3166,PW0.9,0.45581907533660715,500,Relu,269,231,1,0.9
3167,AR,0.05148897268276276,500,Relu,1,499,1,0.1
3168,PW0.1,0.6295595394917081,10,Relu,2,4,1,0.1
3169,PW0.3,0.5010186816116379,10,Relu,2,4,1,0.3
3170,PW0.5,0.32769513887371304,10,Relu,4,6,1,0.5
3171,PW0.7,0.021835202640622775,10,Relu,6,4,1,0.7
3172,PW0.9,0.2812025927121993,10,Relu,8,2,1,0.9
3173,AR,0.07542470336029394,10,Relu,1,9,1,0.1
3174,PW0.1,0.03203054613347933,20,Relu,2,4,1,0.1
3175,PW0.3,0.6236203629991082,20,Relu,3,6,1,0.3
3176,PW0.5,0.2507805009745855,20,Relu,5,10,1,0.5
3177,PW0.7,0.7599126113397368,20,Relu,9,11,1,0.7
3178,PW0.9,0.287443197869963,20,Relu,15,5,1,0.9
3179,AR,0.14481769050802984,20,Relu,1,19,1,0.1
3180,PW0.1,0.7138273899933683,50,Relu,2,4,1,0.1
3181,PW0.3,0.4549181072963193,50,Relu,4,10,1,0.3
3182,PW0.5,0.6532775224183557,50,Relu,8,19,1,0.5
3183,PW0.7,0.17505323071971102,50,Relu,16,32,1,0.7
3184,PW0.9,0.23725680501014668,50,Relu,34,16,1,0.9
3185,AR,0.11299760425132876,50,Relu,1,49,1,0.1
3186,PW0.1,0.20789847609389922,100,Relu,2,4,1,0.1
3187,PW0.3,0.47580878119800896,100,Relu,4,12,1,0.3
3188,PW0.5,0.13033630867329982,100,Relu,11,36,1,0.5
3189,PW0.7,0.031526734000126844,100,Relu,26,63,1,0.7
3190,PW0.9,0.26170900421181553,100,Relu,64,36,1,0.9
3191,AR,0.19894197882347475,100,Relu,1,99,1,0.1
3192,PW0.1,0.5064293805713873,200,Relu,2,4,1,0.1
3193,PW0.3,0.5987904321616859,200,Relu,5,18,1,0.3
3194,PW0.5,0.04307186439089872,200,Relu,15,57,1,0.5
3195,PW0.7,0.012156479813403953,200,Relu,41,122,1,0.7
3196,PW0.9,0.21747997275836162,200,Relu,118,82,1,0.9
3197,AR,0.007313636925105449,200,Relu,1,199,1,0.1
3198,PW0.1,0.9870773789194239,500,Relu,2,4,1,0.1
3199,PW0.3,0.20400750108038812,500,Relu,7,27,1,0.3
3200,PW0.5,0.17202981780004856,500,Relu,23,114,1,0.5
3201,PW0.7,0.06882270528618828,500,Relu,78,292,1,0.7
3202,PW0.9,0.28417623391497826,500,Relu,269,231,1,0.9
3203,AR,0.012506768650792255,500,Relu,1,499,1,0.1
3204,PW0.1,0.3145891707675552,10,Relu,2,4,1,0.1
3205,PW0.3,0.3685234355142243,10,Relu,2,4,1,0.3
3206,PW0.5,0.23124491587237195,10,Relu,4,6,1,0.5
3207,PW0.7,0.37743704140304113,10,Relu,6,4,1,0.7
3208,PW0.9,0.3680563627639569,10,Relu,8,2,1,0.9
3209,AR,0.03948566722147473,10,Relu,1,9,1,0.1
3210,PW0.1,0.7284058578012835,20,Relu,2,4,1,0.1
3211,PW0.3,0.22738231532622546,20,Relu,3,6,1,0.3
3212,PW0.5,0.5515501843975519,20,Relu,5,14,1,0.5
3213,PW0.7,0.26929753001747303,20,Relu,9,11,1,0.7
3214,PW0.9,0.3406556087636885,20,Relu,15,5,1,0.9
3215,AR,0.09212344949036433,20,Relu,1,19,1,0.1
3216,PW0.1,0.17597640617399685,50,Relu,2,4,1,0.1
3217,PW0.3,0.3969590723504439,50,Relu,4,10,1,0.3
3218,PW0.5,0.4885777405869883,50,Relu,8,23,1,0.5
3219,PW0.7,0.057999833635128145,50,Relu,16,29,1,0.7
3220,PW0.9,0.08957470599751188,50,Relu,34,16,1,0.9
3221,AR,0.0060073012473288445,50,Relu,1,49,1,0.1
3222,PW0.1,1.0415579495658243,100,Relu,2,4,1,0.1
3223,PW0.3,0.05085023530049848,100,Relu,4,12,1,0.3
3224,PW0.5,0.061278389085456936,100,Relu,11,35,1,0.5
3225,PW0.7,0.021805238169859326,100,Relu,26,64,1,0.7
3226,PW0.9,0.10417730171461387,100,Relu,64,36,1,0.9
3227,AR,0.20125485862519044,100,Relu,1,99,1,0.1
3228,PW0.1,1.7981906997934438,200,Relu,2,4,1,0.1
3229,PW0.3,0.07729109491181169,200,Relu,5,18,1,0.3
3230,PW0.5,0.40798080635674916,200,Relu,15,59,1,0.5
3231,PW0.7,0.029017627178382854,200,Relu,41,120,1,0.7
3232,PW0.9,0.26511447020155515,200,Relu,118,82,1,0.9
3233,AR,0.03274671748787225,200,Relu,1,199,1,0.1
3234,PW0.1,0.10065918181147032,500,Relu,2,4,1,0.1
3235,PW0.3,0.0667417267006355,500,Relu,7,28,1,0.3
3236,PW0.5,0.06288229689673086,500,Relu,23,112,1,0.5
3237,PW0.7,0.03482978506155315,500,Relu,78,288,1,0.7
3238,PW0.9,0.13783768191302737,500,Relu,269,231,1,0.9
3239,AR,0.058830218402940115,500,Relu,1,499,1,0.1
3240,PW0.1,0.23084359527673382,10,Relu,2,4,1,0.1
3241,PW0.3,0.7633558712072519,10,Relu,2,4,1,0.3
3242,PW0.5,0.4728834963990849,10,Relu,4,6,1,0.5
3243,PW0.7,0.6927684576350053,10,Relu,6,4,1,0.7
3244,PW0.9,0.450095261012486,10,Relu,8,2,1,0.9
3245,AR,0.7724282852685391,10,Relu,1,9,1,0.1
3246,PW0.1,1.0135853627626772,20,Relu,2,4,1,0.1
3247,PW0.3,1.290253673612776,20,Relu,3,6,1,0.3
3248,PW0.5,0.40215594105109975,20,Relu,5,12,1,0.5
3249,PW0.7,0.4009779667283806,20,Relu,9,11,1,0.7
3250,PW0.9,0.05324194132595661,20,Relu,15,5,1,0.9
3251,AR,0.05743485786102065,20,Relu,1,19,1,0.1
3252,PW0.1,1.5094001655277642,50,Relu,2,4,1,0.1
3253,PW0.3,0.686943938236185,50,Relu,4,11,1,0.3
3254,PW0.5,0.48365256730909856,50,Relu,8,23,1,0.5
3255,PW0.7,0.2694156252225799,50,Relu,16,33,1,0.7
3256,PW0.9,0.4575792740297131,50,Relu,34,16,1,0.9
3257,AR,0.34322985940082784,50,Relu,1,49,1,0.1
3258,PW0.1,0.30223333495284965,100,Relu,2,4,1,0.1
3259,PW0.3,1.58870676122051,100,Relu,4,12,1,0.3
3260,PW0.5,0.03580242636069997,100,Relu,11,34,1,0.5
3261,PW0.7,0.1787694737072707,100,Relu,26,63,1,0.7
3262,PW0.9,0.3916513283654437,100,Relu,64,36,1,0.9
3263,AR,0.08506605609396845,100,Relu,1,99,1,0.1
3264,PW0.1,0.1374616647100022,200,Relu,2,4,1,0.1
3265,PW0.3,0.04787315647363144,200,Relu,5,18,1,0.3
3266,PW0.5,0.4612373627531188,200,Relu,15,61,1,0.5
3267,PW0.7,0.12789649256499747,200,Relu,41,122,1,0.7
3268,PW0.9,0.22244662748018884,200,Relu,118,82,1,0.9
3269,AR,0.12114116352258764,200,Relu,1,199,1,0.1
3270,PW0.1,0.6529878632448582,500,Relu,2,4,1,0.1
3271,PW0.3,0.6344318399745372,500,Relu,7,28,1,0.3
3272,PW0.5,0.11570137431856864,500,Relu,23,114,1,0.5
3273,PW0.7,0.03369929259397564,500,Relu,78,286,1,0.7
3274,PW0.9,0.26231956723227023,500,Relu,269,231,1,0.9
3275,AR,0.03684404565131816,500,Relu,1,499,1,0.1
3276,PW0.1,0.3654674196340478,10,Relu,2,4,1,0.1
3277,PW0.3,0.32206628014240124,10,Relu,2,4,1,0.3
3278,PW0.5,0.5461714271068481,10,Relu,4,6,1,0.5
3279,PW0.7,0.4698625642720854,10,Relu,6,4,1,0.7
3280,PW0.9,0.18481791024761407,10,Relu,8,2,1,0.9
3281,AR,0.39778802887029385,10,Relu,1,9,1,0.1
3282,PW0.1,0.7836019941717709,20,Relu,2,4,1,0.1
3283,PW0.3,1.5953407749430504,20,Relu,3,6,1,0.3
3284,PW0.5,0.6779666811625662,20,Relu,5,11,1,0.5
3285,PW0.7,0.36423357375539467,20,Relu,9,11,1,0.7
3286,PW0.9,0.03195564804932777,20,Relu,15,5,1,0.9
3287,AR,0.6287646663143887,20,Relu,1,19,1,0.1
3288,PW0.1,0.910493399803056,50,Relu,2,4,1,0.1
3289,PW0.3,0.6784296950809164,50,Relu,4,11,1,0.3
3290,PW0.5,0.5489575766346891,50,Relu,8,23,1,0.5
3291,PW0.7,0.04696158564255318,50,Relu,16,30,1,0.7
3292,PW0.9,0.1493286514496272,50,Relu,34,16,1,0.9
3293,AR,0.06480427873720745,50,Relu,1,49,1,0.1
3294,PW0.1,0.010106787027242103,100,Relu,2,4,1,0.1
3295,PW0.3,0.20354212969138902,100,Relu,4,12,1,0.3
3296,PW0.5,0.5186026776958985,100,Relu,11,36,1,0.5
3297,PW0.7,0.07329234761861586,100,Relu,26,60,1,0.7
3298,PW0.9,0.15145688750533093,100,Relu,64,36,1,0.9
3299,AR,0.028770490399086746,100,Relu,1,99,1,0.1
3300,PW0.1,0.3321525991715705,200,Relu,2,4,1,0.1
3301,PW0.3,0.1594055207959219,200,Relu,5,18,1,0.3
3302,PW0.5,0.22526700038935504,200,Relu,15,57,1,0.5
3303,PW0.7,0.08423932985972354,200,Relu,41,125,1,0.7
3304,PW0.9,0.029607640148415437,200,Relu,118,82,1,0.9
3305,AR,0.13882423326258828,200,Relu,1,199,1,0.1
3306,PW0.1,1.6546849401544879,500,Relu,2,4,1,0.1
3307,PW0.3,0.09784390653122405,500,Relu,7,28,1,0.3
3308,PW0.5,0.26565492282498826,500,Relu,23,116,1,0.5
3309,PW0.7,0.11427284605879715,500,Relu,78,279,1,0.7
3310,PW0.9,0.12388037114011163,500,Relu,269,231,1,0.9
3311,AR,0.008065091762463283,500,Relu,1,499,1,0.1
3312,PW0.1,1.3869857172639874,10,Relu,2,4,1,0.1
3313,PW0.3,0.49322648806654135,10,Relu,2,4,1,0.3
3314,PW0.5,0.6131896426742873,10,Relu,4,6,1,0.5
3315,PW0.7,0.12942079856165956,10,Relu,6,4,1,0.7
3316,PW0.9,0.24770550587976814,10,Relu,8,2,1,0.9
3317,AR,0.4406995915016574,10,Relu,1,9,1,0.1
3318,PW0.1,0.8297902662667185,20,Relu,2,4,1,0.1
3319,PW0.3,1.272045164190058,20,Relu,3,6,1,0.3
3320,PW0.5,0.08250641805725745,20,Relu,5,13,1,0.5
3321,PW0.7,0.16638858593695938,20,Relu,9,11,1,0.7
3322,PW0.9,0.16631858179345538,20,Relu,15,5,1,0.9
3323,AR,0.28323760541969234,20,Relu,1,19,1,0.1
3324,PW0.1,1.4410837468869069,50,Relu,2,4,1,0.1
3325,PW0.3,0.2830452633336238,50,Relu,4,11,1,0.3
3326,PW0.5,0.41398532980318037,50,Relu,8,21,1,0.5
3327,PW0.7,0.4711532402890135,50,Relu,16,30,1,0.7
3328,PW0.9,0.2706830689995525,50,Relu,34,16,1,0.9
3329,AR,0.8827948996766988,50,Relu,1,49,1,0.1
3330,PW0.1,0.10151000452352554,100,Relu,2,4,1,0.1
3331,PW0.3,0.21400222235080202,100,Relu,4,12,1,0.3
3332,PW0.5,0.5135877676067295,100,Relu,11,35,1,0.5
3333,PW0.7,0.2940514857525587,100,Relu,26,63,1,0.7
3334,PW0.9,0.32100163139616167,100,Relu,64,36,1,0.9
3335,AR,0.10880397154106225,100,Relu,1,99,1,0.1
3336,PW0.1,1.5723157128205014,200,Relu,2,4,1,0.1
3337,PW0.3,0.12856030579320654,200,Relu,5,19,1,0.3
3338,PW0.5,0.12754525104027747,200,Relu,15,58,1,0.5
3339,PW0.7,0.12879418657866015,200,Relu,41,121,1,0.7
3340,PW0.9,0.22784193258036844,200,Relu,118,82,1,0.9
3341,AR,0.15019684721693727,200,Relu,1,199,1,0.1
3342,PW0.1,2.0074910761336042,500,Relu,2,4,1,0.1
3343,PW0.3,0.6163601354863917,500,Relu,7,28,1,0.3
3344,PW0.5,0.1025574612387552,500,Relu,23,115,1,0.5
3345,PW0.7,0.08473892003659333,500,Relu,78,281,1,0.7
3346,PW0.9,0.378766956068765,500,Relu,269,231,1,0.9
3347,AR,0.08231789707815063,500,Relu,1,499,1,0.1
3348,PW0.1,0.7025270793404326,10,Relu,2,4,1,0.1
3349,PW0.3,0.5151185965530207,10,Relu,2,4,1,0.3
3350,PW0.5,0.19505859499396072,10,Relu,4,5,1,0.5
3351,PW0.7,0.41153441540339086,10,Relu,6,4,1,0.7
3352,PW0.9,0.4295721462781348,10,Relu,8,2,1,0.9
3353,AR,0.7653330166425905,10,Relu,1,9,1,0.1
3354,PW0.1,0.3028910937239977,20,Relu,2,4,1,0.1
3355,PW0.3,0.0912251683548484,20,Relu,3,6,1,0.3
3356,PW0.5,0.24085161869723848,20,Relu,5,10,1,0.5
3357,PW0.7,0.4517185055130857,20,Relu,9,11,1,0.7
3358,PW0.9,0.5575010072358417,20,Relu,15,5,1,0.9
3359,AR,0.37778423062962796,20,Relu,1,19,1,0.1
3360,PW0.1,0.7075161264170611,50,Relu,2,4,1,0.1
3361,PW0.3,0.6579024640468099,50,Relu,4,11,1,0.3
3362,PW0.5,0.29363821285363034,50,Relu,8,21,1,0.5
3363,PW0.7,0.3274799667500914,50,Relu,16,30,1,0.7
3364,PW0.9,0.4035352925828488,50,Relu,34,16,1,0.9
3365,AR,0.16482716396259312,50,Relu,1,49,1,0.1
3366,PW0.1,0.9093872368838056,100,Relu,2,4,1,0.1
3367,PW0.3,0.36032670496916497,100,Relu,4,12,1,0.3
3368,PW0.5,0.400369048429587,100,Relu,11,37,1,0.5
3369,PW0.7,0.4561747513292769,100,Relu,26,60,1,0.7
3370,PW0.9,0.5212368321572052,100,Relu,64,36,1,0.9
3371,AR,0.02587971901310171,100,Relu,1,99,1,0.1
3372,PW0.1,0.5119348926231309,200,Relu,2,4,1,0.1
3373,PW0.3,0.524665956526519,200,Relu,5,17,1,0.3
3374,PW0.5,0.09488803170718008,200,Relu,15,60,1,0.5
3375,PW0.7,0.03176977147092819,200,Relu,41,120,1,0.7
3376,PW0.9,0.4218328526903883,200,Relu,118,82,1,0.9
3377,AR,0.04697457941247185,200,Relu,1,199,1,0.1
3378,PW0.1,0.7102711238164932,500,Relu,2,4,1,0.1
3379,PW0.3,0.4313778708184537,500,Relu,7,28,1,0.3
3380,PW0.5,0.008836490155154753,500,Relu,23,114,1,0.5
3381,PW0.7,0.014973936631316409,500,Relu,78,287,1,0.7
3382,PW0.9,0.3867490914128138,500,Relu,269,231,1,0.9
3383,AR,0.08275937106823505,500,Relu,1,499,1,0.1
3384,PW0.1,0.6643700640390042,10,Relu,2,4,1,0.1
3385,PW0.3,1.2697484614572716,10,Relu,2,4,1,0.3
3386,PW0.5,0.1989853009167355,10,Relu,4,6,1,0.5
3387,PW0.7,0.04152401269173023,10,Relu,6,4,1,0.7
3388,PW0.9,0.05973257569487789,10,Relu,8,2,1,0.9
3389,AR,0.2801628909592013,10,Relu,1,9,1,0.1
3390,PW0.1,0.8661396884538854,20,Relu,2,4,1,0.1
3391,PW0.3,0.135283058037988,20,Relu,3,6,1,0.3
3392,PW0.5,0.19334978382340529,20,Relu,5,11,1,0.5
3393,PW0.7,0.2647626352641499,20,Relu,9,11,1,0.7
3394,PW0.9,0.009013429538357709,20,Relu,15,5,1,0.9
3395,AR,0.0398328483699677,20,Relu,1,19,1,0.1
3396,PW0.1,1.277130772781446,50,Relu,2,4,1,0.1
3397,PW0.3,0.03195742473485286,50,Relu,4,10,1,0.3
3398,PW0.5,0.4837120921839513,50,Relu,8,22,1,0.5
3399,PW0.7,0.23812073380556642,50,Relu,16,32,1,0.7
3400,PW0.9,0.10172388254327869,50,Relu,34,16,1,0.9
3401,AR,0.18073529436451308,50,Relu,1,49,1,0.1
3402,PW0.1,0.636578767154889,100,Relu,2,4,1,0.1
3403,PW0.3,0.09006929973882061,100,Relu,4,12,1,0.3
3404,PW0.5,0.17715834101473193,100,Relu,11,35,1,0.5
3405,PW0.7,0.167872513732231,100,Relu,26,62,1,0.7
3406,PW0.9,0.1616520928155536,100,Relu,64,36,1,0.9
3407,AR,0.15521217551432942,100,Relu,1,99,1,0.1
3408,PW0.1,0.8323797946265721,200,Relu,2,4,1,0.1
3409,PW0.3,0.7605231973647251,200,Relu,5,17,1,0.3
3410,PW0.5,0.16968444022042473,200,Relu,15,58,1,0.5
3411,PW0.7,0.11203605374750447,200,Relu,41,119,1,0.7
3412,PW0.9,0.04788128951659809,200,Relu,118,82,1,0.9
3413,AR,0.121799692695157,200,Relu,1,199,1,0.1
3414,PW0.1,1.275571324104114,500,Relu,2,4,1,0.1
3415,PW0.3,0.18639974363115774,500,Relu,7,27,1,0.3
3416,PW0.5,0.08926084329798512,500,Relu,23,113,1,0.5
3417,PW0.7,0.098329846002017,500,Relu,78,284,1,0.7
3418,PW0.9,0.07809837944622355,500,Relu,269,231,1,0.9
3419,AR,0.030390814761300344,500,Relu,1,499,1,0.1
3420,PW0.1,0.9899010440204628,10,Relu,2,4,1,0.1
